43272.8656944444,+26.8,+10.7,+9.0,+10.3
43272.8663888889,+26.8,+10.7,+9.0,+10.3
43272.8670833333,+26.8,+10.7,+9.0,+10.3
43272.8677777778,+26.8,+10.7,+9.0,+10.3
43272.8684722222,+26.8,+10.7,+9.0,+10.3
43272.8691666667,+26.8,+10.7,+9.0,+10.3
43272.8698611111,+26.8,+10.7,+9.0,+10.3
43272.8705555556,+26.8,+10.7,+9.0,+10.3
43272.87125,+26.8,+10.7,+9.0,+10.3
43272.8719444444,+26.8,+10.7,+9.0,+10.3
43272.8726388889,+26.8,+10.8,+9.1,+10.3
43272.8733333333,+26.8,+10.8,+9.0,+10.2
43272.8740277778,+26.8,+10.8,+9.0,+10.3
43272.8747222222,+26.8,+10.8,+9.0,+10.3
43272.8754166667,+26.7,+10.7,+9.0,+10.3
43272.8761111111,+26.8,+10.8,+9.0,+10.3
43272.8768055556,+26.8,+10.8,+9.1,+10.3
43272.8775,+26.7,+10.7,+9.1,+10.3
43272.8781944444,+26.8,+10.8,+9.1,+10.3
43272.8788888889,+26.8,+10.8,+9.1,+10.3
43272.8795833333,+26.8,+10.8,+9.1,+10.3
43272.8802777778,+26.8,+10.8,+9.1,+10.3
43272.8809722222,+26.8,+10.8,+9.1,+10.3
43272.8816666667,+26.8,+10.8,+9.1,+10.3
43272.8823611111,+26.8,+10.8,+9.1,+10.3
43272.8830555556,+26.8,+10.8,+9.1,+10.3
43272.88375,+26.8,+10.8,+9.1,+10.3
43272.8844444444,+26.8,+10.9,+9.1,+10.3
43272.8851388889,+26.8,+10.9,+9.1,+10.3
43272.8858333333,+26.8,+10.9,+9.1,+10.3
43272.8865277778,+26.8,+10.9,+9.1,+10.3
43272.8872222222,+26.8,+10.9,+9.0,+10.3
43272.8879166667,+26.8,+10.9,+9.1,+10.3
43272.8886111111,+26.8,+10.9,+9.1,+10.3
43272.8893055556,+26.7,+10.8,+9.1,+10.3
43272.89,+26.8,+10.9,+9.1,+10.3
43272.8906944444,+26.8,+10.9,+9.1,+10.3
