-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
-0.390256,-0.396432,-0.402997,-0.409908,-0.417104,-0.424506,-0.432021,-0.439542,-0.446951,-0.45413,-0.460963,-0.467346,-0.473197,-0.478457,-0.483093,-0.487103,-0.490505,-0.49334,-0.495661,-0.49753,-0.49901,-0.500165,-0.501053,-0.501726,-0.502229,-0.502601,-0.502871,-0.503066,-0.503204,-0.503301,-0.503369,-0.503415,-0.503446,-0.503467,-0.503481,-0.50349,-0.503496,-0.5035,-0.503502,-0.503504,-0.503505,-0.503505,-0.503505,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506,-0.503506
